EPAV,ISCN,PACC,PAGE,PAGI,PAWR,PBCV,PBKT,PBSG,PBSK,PCAR,PCMT,PCOL,PCON,PCSA,PCTH,PCYL,PDPI,PDRO,PDRR,PEGO,PELU,PEPS,PFMS,PFNA,PGHE,PGID,PHGT,PHSN,PHTN,PIMP,PINJ,PJEN,PJMP,PKAC,PKPR,PKRT,PLBD,PLBK,PLCI,PLCP,PLHT,PLHY,PLIB,PLJM,PLMC,PLMO,PLNA,PLPE,PLPL,PLPM,PLPO,PLPR,PLPU,PLRL,PLSA,PLSC,PLSM,PLTR,PLZC,PMRR,POID,POVR,PPBF,PPBK,PPBS,PPLA,PQBS,PRBF,PRBK,PRBS,PRSE,PSA0,PSA1,PSA2,PSB0,PSB1,PSBO,PSKI,PSPD,PSTA,PSTM,PSTN,PSTR,PSXP,PTAD,PTAK,PTAM,PTAS,PTEN,PTGH,PTHA,PTHP,PTOR,PTSA,PTUP,PVCO,PVSB,PVTS,PWGT,PYCF,PYRP,SRRN,TGID,TRBH,TRBR,TRCB,TRCL,TRDO,TRDS,TRFB,TRFK,TRFY,TRHM,TRJR,TRSB,TRSW,TRTA,TRTL,TRTS,TRWU,PLTY,PPOS,PYWT,PLDT,PCPH,PROL,PCBT,PSA3,PSB2,PSB3,PICN,PHAN,PSA4,PSB4,PSA5,PSA6,PSB5,PSB6,PSTY
6,0,71,24,67,72,11,19,77,19,52,9057,4,4,111,44,3,5,4,7,24,50,EboigbeJustin_14873,69,Justin,273,14873,77,9,Forest Park,10,80,92,70,17,20,21,18877,16,34,0,80,0,86,29,41,1,Eboigbe,18,0,75,99,75,79,17,17,37,24,40,45,7,14873,73,18,24,25,14,0,45,45,45,15,75,91,103,20,20,80,0,66,77,0,0,83,10062,11,86,13,16,1,85,23,19,8,383,15,4,80,383,132,50,1,7,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,12,1,8,0,0,2,114,20,20,1,0,0,0,0,0,0,0,0
4,0,72,24,60,64,29,40,71,31,30,6788,85,0,103,30,0,511,63,5,33,54,RandolphJrKeith_14874,58,Keith,186,14874,76,12,Belleville,10,87,60,71,13,12,21,3133,24,29,0,75,0,81,28,24,1,Randolph Jr,31,0,64,99,63,66,17,18,26,19,40,29,10,14874,61,12,14,12,13,0,12,24,13,5,0,0,0,0,0,0,0,67,74,15,0,79,10219,5,76,10,15,1,80,40,20,22,0,21,0,0,0,136,0,1,15,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,12,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
4,0,83,22,74,78,47,29,73,12,34,519,96,4,99,34,3,9,5,6,55,69,BookerAustin_14875,77,Austin,102,14875,77,13,Greenwood,10,90,94,79,22,21,10,30142,16,34,0,75,0,80,46,38,1,Booker,36,0,69,99,76,79,24,44,30,32,36,45,10,14875,73,45,45,45,6,0,45,45,45,3,70,91,103,8,8,32,0,79,75,0,0,76,10016,6,82,6,6,1,83,25,25,6,378,15,4,32,378,85,50,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,10,1,1,0,0,2,114,8,8,1,0,0,0,0,0,0,0,0
4,0,89,22,69,68,26,20,74,12,38,2506,160,4,81,43,3,38,6,3,49,66,JohnsonCedric_14876,72,Cedric,285,14876,75,0,Mobile,10,88,52,90,10,16,10,13374,18,26,0,75,0,81,19,40,1,Johnson,21,0,68,99,67,77,13,30,28,14,32,46,7,14876,69,45,45,45,6,0,45,45,45,11,61,78,90,3,3,12,0,85,78,0,0,79,10126,6,76,6,6,1,82,22,23,6,330,10,4,12,330,104,50,1,12,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,11,1,2,0,0,2,101,3,3,1,0,0,0,0,0,0,0,0
6,0,64,23,52,54,27,22,77,12,42,4214,15,0,103,40,0,24,7,4,45,52,RogersJustin_14877,64,Justin,189,14877,75,21,Detroit,10,90,75,63,12,18,10,25661,17,20,0,81,0,85,27,16,1,Rogers,15,0,65,99,57,75,13,41,18,22,29,27,8,14877,66,45,45,45,6,0,45,45,45,5,0,0,0,0,0,0,0,59,76,0,0,87,10234,6,84,6,6,1,86,20,26,6,0,14,0,0,0,175,50,1,16,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,12,0,11,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
5,0,88,24,80,52,36,46,68,23,50,3530,227,0,96,50,0,511,63,5,42,66,MurphyGrayson_14878,66,Grayson,153,14878,74,42,Dallas,10,90,42,88,15,17,35,27836,24,35,0,77,0,75,44,34,1,Murphy,45,0,58,99,65,77,23,41,37,41,36,41,5,14878,63,20,35,21,20,0,16,33,17,2,0,0,0,0,0,0,0,85,81,20,0,76,10944,5,70,10,15,1,83,38,38,21,0,27,0,0,0,100,0,1,15,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,11,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
1,0,88,24,70,71,45,30,75,17,42,2454,252,3,96,50,3,19,5,11,68,65,JacksonBrennan_14880,69,Brennan,110,14880,76,4,Temecula,10,81,54,81,17,20,10,29884,31,37,0,77,0,81,50,39,1,Jackson,37,0,70,99,73,78,21,33,39,45,40,45,16,14880,70,35,35,35,7,0,40,40,40,3,96,108,119,0,0,0,0,83,79,0,0,80,10115,6,78,8,10,1,84,25,25,8,323,13,3,0,323,104,50,1,22,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42,10,0,24,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
6,0,72,23,67,60,16,14,73,12,24,2484,107,3,96,22,3,16,4,3,72,50,JeffersonJordan_14881,65,Jordan,284,14881,75,8,Navarre,10,90,94,76,15,15,30,50237,53,13,0,83,0,87,16,13,1,Jefferson,14,0,71,99,64,73,12,26,13,13,35,18,5,14881,69,53,52,55,6,0,45,45,45,5,96,108,119,0,0,0,0,69,80,0,0,91,10123,6,81,6,6,1,87,20,15,6,323,10,3,0,323,145,50,1,10,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,12,0,17,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
5,0,88,24,65,63,48,41,74,20,41,5244,228,1,40,35,1,511,63,14,43,58,WattsEric_14882,68,Eric,204,14882,78,39,Sumter,10,90,95,87,26,26,39,3260,35,32,0,78,0,71,45,28,1,Watts,35,0,69,99,64,72,19,32,35,38,37,21,16,14882,65,36,32,30,13,0,33,37,36,13,40,0,0,0,0,0,0,83,86,15,0,79,10288,14,76,19,25,1,90,25,32,15,40,21,1,0,40,114,45,1,18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42,10,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
3,0,88,23,67,65,26,15,66,12,32,2118,118,4,80,44,3,32,7,5,21,67,HarrellJaylen_14883,70,Jaylen,195,14883,76,8,Tampa,10,90,92,88,24,25,10,2622,11,20,0,70,0,77,33,39,1,Harrell,31,0,66,99,64,79,25,28,20,28,27,43,5,14883,66,45,45,45,6,0,45,45,45,14,61,78,90,2,2,8,0,83,79,0,0,75,10100,6,74,6,6,1,80,20,27,6,330,13,4,8,330,87,50,1,15,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,10,1,30,0,0,2,101,2,2,1,0,0,0,0,0,0,0,0
5,0,86,24,73,68,43,29,71,11,40,7703,118,3,96,39,2,511,63,5,0,62,McGregorBraiden_14884,63,Braiden,24,14884,77,21,Port Huron,10,86,55,80,30,31,10,25405,28,25,0,78,0,79,42,24,1,McGregor,35,0,68,99,65,82,12,46,28,35,41,29,7,14884,67,45,45,45,6,0,45,45,45,12,58,95,108,22,1,23,0,80,79,0,0,73,10172,5,82,6,7,1,83,22,27,5,261,5,3,23,261,107,50,1,10,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,10,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
6,0,72,24,63,67,25,29,71,12,41,2061,18,1,23,33,1,511,63,5,50,58,HallGabe_14885,61,Gabe,278,14885,78,42,Waller,10,87,96,75,14,18,10,24637,27,25,0,77,0,87,16,18,1,Hall,15,0,67,99,65,70,15,29,24,17,30,32,7,14885,64,45,45,45,6,0,45,45,45,15,23,0,0,0,0,0,0,66,83,0,0,84,10094,6,78,6,6,1,85,20,20,6,23,10,1,0,23,135,0,1,14,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,12,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
6,0,81,25,61,61,24,13,77,12,37,9053,55,1,23,34,1,24,6,3,36,59,CrumedyJaden_14887,69,Jaden,212,14887,76,23,Hattiesburg,10,85,96,73,17,17,9,62268,20,26,0,82,0,86,21,29,1,Crumedy,13,0,68,99,63,77,15,35,28,17,32,45,5,14887,70,45,44,44,6,0,45,45,45,15,23,0,0,0,0,0,0,73,84,0,0,84,10045,6,82,6,6,1,86,21,23,6,23,10,1,0,23,141,50,1,13,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,12,0,21,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
4,0,70,24,59,65,38,19,75,12,40,2121,15,1,23,36,1,27,7,3,33,58,HarrisMarcus_14888,67,Marcus,284,14888,74,0,Montgomery,10,90,68,72,21,25,10,56380,13,25,0,83,0,86,24,22,1,Harris,18,0,72,99,64,78,24,33,20,17,41,31,7,14888,67,45,45,45,6,0,45,45,45,13,23,0,0,0,0,0,0,67,82,0,0,83,10101,6,81,6,6,1,88,21,19,6,23,10,1,0,23,126,50,1,15,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,12,0,32,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
6,0,68,24,56,60,10,10,74,12,45,9082,71,1,23,34,1,21,6,4,29,50,LogueZion_14889,64,Zion,189,14889,78,41,Lebanon,10,89,93,72,15,19,10,27453,18,15,0,77,0,84,10,15,1,Logue,22,0,69,99,63,75,17,10,15,10,25,25,8,14889,65,45,45,45,6,0,45,45,45,15,23,0,0,0,0,0,0,68,81,15,0,83,10162,6,80,6,6,1,85,18,25,6,23,15,1,0,23,154,50,1,15,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,12,0,15,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
5,0,86,25,76,71,45,30,69,17,42,4945,39,1,23,60,1,3,5,11,40,66,ThomasXavier_14890,72,Xavier,145,14890,74,39,Florence,10,85,59,79,17,20,10,42427,32,41,0,74,0,78,50,38,1,Thomas,37,0,72,99,70,77,21,33,46,45,40,42,16,14890,71,35,35,35,7,0,40,40,40,3,23,0,0,0,0,0,0,85,76,0,0,78,10265,6,79,8,10,1,84,25,25,8,23,13,1,0,23,90,50,1,22,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,11,0,7,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
5,0,85,25,63,65,26,30,75,13,40,986,218,0,23,32,0,16,7,23,33,57,ColeMyles_14891,65,Myles,155,14891,78,17,Shreveport,10,90,56,84,16,18,10,59836,22,35,0,75,0,81,41,32,1,Cole,20,0,64,99,63,79,32,35,35,35,40,34,24,14891,65,45,45,45,8,0,45,45,45,13,0,0,0,0,0,0,0,83,75,0,0,78,10039,7,75,10,13,1,84,30,22,7,0,9,0,0,0,120,50,1,29,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42,10,0,17,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
6,0,73,23,47,68,34,21,75,12,32,103,308,1,23,31,1,511,63,3,38,48,AndersonEvan_14892,62,Evan,208,14892,73,8,West Orlando,10,88,58,74,11,16,15,28862,31,28,0,79,0,88,33,26,1,Anderson,16,0,74,99,66,74,15,38,34,27,46,32,7,14892,67,45,45,45,6,0,45,45,45,15,23,0,0,0,0,0,0,62,74,0,0,87,10862,6,78,6,6,1,83,24,21,6,23,10,1,0,23,160,50,1,15,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,12,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
3,0,92,22,84,67,32,29,75,12,35,5073,4,4,334,45,3,17,1,4,88,69,TurnerDallas_14894,77,Dallas,287,14894,75,8,Fort Lauderdale,10,90,15,94,15,14,10,4287,21,10,0,78,0,81,36,49,1,Turner,29,0,77,99,66,83,18,25,15,30,35,54,8,14894,77,45,45,45,6,0,45,45,45,3,70,137,200,197,197,788,0,90,84,30,0,76,10273,6,83,6,6,1,85,20,18,6,682,13,4,788,682,87,50,1,15,31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,11,1,31,0,1,2,275,197,197,1,0,0,0,0,0,0,0,0
5,0,90,23,78,71,51,33,74,12,48,7979,4,4,149,51,3,25,2,2,80,64,BraswellChris_14895,72,Chris,217,14895,75,19,Baltimore,10,90,43,81,17,15,10,52413,17,37,0,78,0,81,46,41,1,Braswell,25,0,75,99,70,78,12,29,41,39,39,47,3,14895,73,45,45,45,6,0,45,45,45,13,70,99,127,50,50,200,0,86,79,0,0,79,10021,6,82,6,6,1,84,12,31,6,451,17,4,200,451,95,50,1,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,11,1,6,0,0,2,155,50,50,1,0,0,0,0,0,0,0,0
5,0,84,24,75,70,46,24,73,12,33,4628,221,4,97,47,3,33,5,5,34,64,SolomonJavon_14896,72,Javon,290,14896,73,8,Tallahassee,10,90,56,88,10,12,10,34877,29,35,0,76,0,80,47,36,1,Solomon,29,0,70,99,69,76,15,37,37,41,39,40,6,14896,69,45,45,45,6,0,45,45,45,3,75,91,103,6,6,24,0,82,80,0,0,77,10253,6,79,6,6,1,81,22,22,6,383,15,4,24,383,87,50,1,10,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,10,1,3,0,0,2,114,6,6,1,0,0,0,0,0,0,0,0
5,0,75,24,66,65,29,35,66,37,35,7133,81,0,80,37,0,511,63,10,49,61,UgwoegbuDavid_14897,64,David,287,14897,76,42,Katy,10,90,55,77,30,40,29,27708,42,21,0,75,0,70,46,26,1,Ugwoegbu,27,0,67,99,58,78,11,37,26,39,35,31,12,14897,60,35,34,28,41,0,28,44,37,13,0,0,0,0,0,0,0,77,77,15,0,75,10275,25,70,36,14,1,82,27,14,16,0,32,0,0,0,83,54,1,19,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,10,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
5,0,85,25,76,64,31,46,67,16,53,9124,122,1,23,53,1,511,63,5,46,77,GainerAmari_14898,62,Amari,249,14898,75,8,Tallahassee,10,90,99,81,17,17,20,45756,23,50,0,81,0,80,46,56,1,Gainer,46,0,60,99,57,78,28,40,52,51,43,62,5,14898,61,14,33,15,19,0,20,41,21,13,23,0,0,0,0,0,0,85,82,20,0,67,10900,5,71,10,15,1,81,40,40,16,23,18,1,0,23,76,0,1,15,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,15,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
5,0,89,24,73,55,33,22,66,12,50,9160,119,1,23,57,1,511,63,5,35,71,WindmonJacoby_14899,56,Jacoby,190,14899,73,17,New Orleans,10,89,41,76,12,16,10,41917,16,30,0,78,0,70,30,62,1,Windmon,50,0,62,99,53,83,12,46,33,23,38,68,9,14899,64,45,45,45,6,0,45,45,45,3,23,0,0,0,0,0,0,84,82,0,0,70,10991,6,82,6,6,1,86,32,26,6,23,10,1,0,23,90,50,1,18,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,52,14,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
1,0,92,23,80,78,64,51,71,23,65,1036,216,4,185,70,3,13,2,21,86,78,CooperEdgerrin_14902,66,Edgerrin,228,14902,74,17,Covington,10,92,56,83,19,21,45,36157,37,61,0,83,0,75,68,73,1,Cooper,67,0,55,99,77,86,26,57,59,64,53,76,30,14902,80,36,40,35,18,0,44,45,44,3,70,107,144,78,78,312,0,89,85,0,0,72,10041,20,85,22,26,1,87,24,22,27,501,38,4,312,501,70,50,1,35,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,52,14,1,20,0,1,2,180,78,78,1,0,0,0,0,0,0,0,0
5,0,85,22,79,71,50,41,67,24,59,5034,39,4,99,67,3,20,5,23,91,72,TrotterJrJeremiah_14903,68,Jeremiah,127,14903,72,29,Hainesport,5,91,54,80,15,17,40,50622,40,63,0,87,0,66,50,65,1,Trotter Jr,55,0,61,99,73,79,31,40,64,45,42,68,27,14903,67,31,35,31,13,0,29,35,31,3,75,91,103,8,8,32,0,78,83,0,0,69,10271,9,77,13,13,1,90,17,23,14,383,10,4,32,383,70,49,1,31,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,49,13,1,13,0,0,2,114,8,8,1,0,0,0,0,0,0,0,0
3,0,93,25,87,76,67,56,65,21,64,5353,139,4,120,73,3,35,3,26,69,81,WilsonPayton_14904,72,Payton,64,14904,76,32,Hillsborough,6,82,41,83,28,27,21,43452,35,66,0,87,0,70,65,63,1,Wilson,69,0,63,99,75,86,31,50,71,59,57,65,32,14904,75,29,35,25,15,0,38,41,37,12,75,99,123,21,21,84,0,92,83,0,0,67,10302,18,85,17,25,1,92,49,29,20,444,11,4,84,444,78,3,1,34,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,49,15,1,29,0,1,2,147,21,21,1,0,0,0,0,0,0,0,0
5,0,90,22,77,65,55,41,76,22,57,9050,118,4,130,55,3,5,3,5,72,75,ColsonJunior_14905,45,Junior,172,14905,75,41,Brentwood,10,89,25,81,15,20,35,13758,48,52,0,83,0,83,63,65,1,Colson,69,0,54,99,60,83,15,48,55,57,51,69,9,14905,71,39,40,37,15,0,45,45,45,2,75,101,127,29,29,116,0,86,84,0,0,75,10040,11,83,21,24,1,94,29,25,14,456,15,4,116,456,87,50,1,15,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,51,14,1,8,0,0,2,153,29,29,1,0,0,0,0,0,0,0,0
5,0,88,24,78,68,51,28,75,24,62,9081,153,4,118,60,3,24,3,24,66,78,LiufauMarist_14906,61,Marist,94,14906,74,10,Kalihi,10,90,35,74,24,28,10,18621,42,49,0,88,0,78,57,68,1,Liufau,63,0,72,99,67,83,29,48,54,53,53,66,29,14906,71,40,40,41,13,0,45,45,45,2,75,95,100,23,23,92,0,84,83,0,0,73,10160,19,76,21,23,1,90,16,26,21,373,19,4,92,373,74,50,1,31,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,15,1,11,0,0,2,103,23,23,1,0,0,0,0,0,0,0,0
5,0,90,24,75,73,47,43,74,24,61,2678,236,4,110,62,3,18,4,25,75,73,KnightTyrice_14907,63,Tyrice,287,14907,73,8,Lakeland,5,91,48,83,25,24,37,42428,35,52,0,85,0,74,55,63,1,Knight,49,0,69,99,72,85,41,45,52,54,44,67,24,14907,75,23,26,25,13,0,25,27,25,3,75,91,103,19,19,76,0,85,83,0,0,71,10145,10,84,13,13,1,87,17,23,19,383,11,4,76,383,73,49,1,31,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,15,1,28,0,0,2,114,19,19,1,0,0,0,0,0,0,0,0
5,0,84,24,81,64,45,33,74,26,55,8340,157,4,99,58,3,13,5,6,75,77,EichenbergTommy_14908,52,Tommy,1,14908,74,34,Cleveland,10,90,44,79,22,21,10,22589,45,50,0,80,0,79,61,60,1,Eichenberg,45,0,66,99,69,86,17,54,52,55,49,55,10,14908,70,35,40,35,11,0,40,45,40,8,75,91,103,8,8,32,0,78,84,0,0,75,10065,11,80,21,25,1,93,19,35,14,383,14,4,32,383,73,50,1,20,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,15,1,23,0,0,2,114,8,8,1,0,0,0,0,0,0,0,0
5,0,91,22,77,77,57,54,74,23,60,1960,122,4,111,70,3,6,4,15,75,74,GrayCedric_14909,67,Cedric,157,14909,74,32,Charlotte,5,95,33,85,14,15,45,62654,34,62,0,82,0,70,64,69,1,Gray,66,0,59,99,76,87,18,53,65,56,52,74,21,14909,78,23,25,24,16,0,27,28,23,3,75,91,103,20,20,80,0,84,85,0,0,69,10088,14,88,19,17,1,90,19,14,24,383,15,4,80,383,74,50,1,21,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,49,15,1,30,0,0,2,114,20,20,1,0,0,0,0,0,0,0,0
5,0,87,24,77,73,42,21,65,22,55,6675,123,4,108,58,3,28,3,5,71,71,HopperTyRon_14910,66,Ty'Ron,284,14910,74,32,Shelby,10,91,59,86,14,15,45,12733,29,52,0,79,0,67,56,52,1,Hopper,52,0,72,99,75,86,13,40,54,55,44,64,7,14910,66,40,40,40,16,0,45,45,45,2,75,85,98,23,23,92,0,83,82,0,0,66,10110,25,70,26,31,1,83,30,35,14,359,13,4,92,359,68,50,1,15,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,15,1,20,0,0,2,101,23,23,1,0,0,0,0,0,0,0,0
5,0,91,25,84,60,51,37,65,11,52,9110,253,1,23,58,1,25,5,7,60,76,UlofoshioEdefuan_14911,65,Edefuan,273,14911,73,1,Anchorage,10,82,54,92,35,36,35,47164,28,55,0,75,0,67,59,66,1,Ulofoshio,57,0,68,99,57,83,15,38,56,55,50,62,13,14911,67,42,44,41,12,0,41,45,40,2,23,0,0,0,0,0,0,87,84,0,0,71,10276,13,80,14,18,1,89,25,22,11,23,10,1,0,23,76,50,1,23,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,15,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
5,0,84,23,81,69,56,42,76,15,64,1663,215,4,97,73,3,40,5,14,90,75,FordJaylan_14912,60,Jaylan,287,14912,75,42,Frisco,10,95,53,81,21,24,35,58685,39,63,0,85,0,80,61,54,1,Ford,52,0,64,99,66,79,15,50,67,55,51,57,21,14912,69,30,35,30,9,0,40,45,40,3,75,91,103,6,6,24,0,82,84,0,0,73,10075,6,79,9,11,1,88,25,24,6,383,9,4,24,383,82,50,1,24,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,15,1,27,0,0,2,114,6,6,1,0,0,0,0,0,0,0,0
5,0,88,23,79,64,41,38,61,33,56,2455,165,0,23,56,0,511,63,5,52,75,JacobsCurtis_14913,44,Curtis,284,14913,74,19,Glen Burnie,10,89,57,84,22,24,25,37054,25,54,0,75,0,78,68,67,1,Jacobs,55,0,42,99,70,78,18,37,55,61,40,64,5,14913,64,21,35,21,17,0,21,35,21,3,0,0,0,0,0,0,0,87,85,35,0,68,10119,5,73,10,15,1,86,42,44,21,0,23,0,0,0,81,0,1,15,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,49,15,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
5,0,86,25,74,72,61,44,61,12,56,270,118,0,103,62,0,20,7,20,85,71,BarrettMichael_14914,65,Michael,177,14914,72,9,Valdosta,10,94,43,76,12,13,35,44475,34,51,0,87,0,65,63,61,1,Barrett,53,0,53,99,68,80,30,54,57,57,45,69,25,14914,65,35,35,35,11,0,42,42,42,3,0,0,0,0,0,0,0,82,85,0,0,63,10007,13,76,18,23,1,88,28,24,22,0,17,0,0,0,72,50,1,32,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,52,14,0,21,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
5,0,87,25,75,70,51,27,73,15,56,8123,153,4,99,53,3,8,5,6,56,74,BertrandJD_14915,54,JD,50,14915,73,9,Alpharetta,10,89,40,79,24,25,25,10812,36,47,0,81,0,78,54,60,1,Bertrand,62,0,65,99,71,82,25,48,46,50,56,64,8,14915,69,35,40,35,7,0,45,45,45,2,70,91,103,8,8,32,0,83,83,0,0,70,10012,6,76,7,9,1,88,25,25,6,378,8,4,32,378,75,50,1,18,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,13,1,14,0,0,2,114,8,8,1,0,0,0,0,0,0,0,0
5,0,91,24,87,65,66,55,67,47,66,3044,209,4,100,56,3,4,5,5,60,82,MageeJordan_14916,65,Jordan,232,14916,74,7,Dover,10,91,58,85,14,18,10,49469,25,47,0,77,0,66,67,61,1,Magee,45,0,54,99,63,80,20,48,53,65,57,66,6,14916,67,30,35,35,37,0,40,45,40,3,75,91,103,9,9,36,0,87,83,0,0,64,10413,42,79,46,50,1,88,30,54,44,383,32,4,36,383,68,50,1,10,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,52,14,1,26,0,0,2,114,9,9,1,0,0,0,0,0,0,0,0
5,0,91,24,81,76,68,63,71,34,50,9123,107,3,96,50,2,511,63,5,68,78,SpeightsOmar_14917,50,Omar,176,14917,73,37,Philadelphia,10,88,48,77,12,24,11,4413,35,46,0,83,0,72,63,69,1,Speights,57,0,48,99,79,86,21,61,41,60,60,73,5,14917,78,23,35,21,15,0,20,35,21,3,79,96,108,1,0,1,0,84,86,35,0,78,10966,5,85,10,15,1,78,49,29,20,283,11,3,1,283,65,3,1,15,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,15,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0
5,0,88,24,76,75,54,37,66,21,58,9087,227,4,96,70,3,7,6,7,45,75,MuasauDarius_14918,67,Darius,100,14918,73,10,Ewa Beach,10,93,53,87,31,34,35,20669,25,58,0,82,0,65,63,60,1,Muasau,54,0,54,99,73,81,15,38,62,56,41,70,13,14918,70,30,35,30,7,0,35,40,35,3,75,91,103,5,5,20,0,82,82,0,0,63,10187,6,80,11,13,1,80,25,21,11,383,10,4,20,383,70,50,1,23,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,49,15,1,16,0,0,2,114,5,5,1,0,0,0,0,0,0,0,0
5,0,87,25,72,68,62,49,69,12,54,5240,55,3,96,62,3,30,6,6,69,72,WatsonNathaniel_14921,59,Nathaniel,148,14921,74,0,Maplesville,10,90,40,76,14,15,25,3132,41,53,0,83,0,78,54,58,1,Watson,56,0,72,99,64,78,14,45,58,53,56,64,8,14921,68,33,35,35,5,0,41,45,41,2,96,108,119,0,0,0,0,84,82,0,0,68,10287,7,85,11,14,1,86,19,17,6,323,13,3,0,323,85,50,1,15,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,13,1,5,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
5,0,87,24,83,73,58,40,67,24,55,8202,65,4,80,67,3,31,7,10,88,76,BethuneTatum_14922,64,Tatum,204,14922,72,8,Miami,10,92,48,75,14,16,45,39101,34,55,0,80,0,68,64,63,1,Bethune,63,0,54,99,73,82,23,50,60,58,50,69,10,14922,70,25,30,25,11,0,35,42,35,3,61,78,90,2,2,8,0,81,82,0,0,67,10013,21,81,23,31,1,85,29,20,22,330,13,4,8,330,67,50,1,15,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,51,14,1,15,0,0,2,101,2,2,1,0,0,0,0,0,0,0,0
